"rank","index","po_annotation","re_annotation","match_annotation"
521,"im22822.jpg","animals; bird; structures; water","bird","structures"
522,"im11182.jpg","indoor; male; people; plant_life; portrait; tree","male; people; portrait","plant_life"
523,"im21864.jpg","indoor","",""
524,"im12477.jpg","female; male; night; people; sky; structures","male; night; people","structures"
525,"im18820.jpg","sky; structures","","structures"
526,"im5853.jpg","female; people; portrait","female; people",""
527,"im10481.jpg","male; people; plant_life; portrait; structures; tree","male; people; portrait","plant_life; structures"
528,"im24714.jpg","animals; plant_life; water","","plant_life"
529,"im3683.jpg","female; people; portrait; structures","female; people; portrait","structures"
530,"im8625.jpg","female; people; plant_life","","plant_life"
531,"im12404.jpg","animals; dog; plant_life; structures; transport; tree","dog","plant_life; structures"
532,"im14142.jpg","female; flower; people; plant_life","","plant_life"
533,"im8526.jpg","indoor; plant_life; structures","","plant_life; structures"
534,"im22980.jpg","animals; people","",""
535,"im22224.jpg","animals; dog; female; indoor; people; structures","dog","structures"
536,"im21273.jpg","sky; structures; transport","","structures"
537,"im11601.jpg","indoor","",""
538,"im1809.jpg","indoor; people","",""
539,"im16483.jpg","indoor; transport","",""
540,"im10054.jpg","indoor","",""
541,"im8662.jpg","food; structures","","structures"
542,"im15876.jpg","male; night; people; structures","people","structures"
543,"im10353.jpg","night; plant_life; structures; sunset","night","plant_life; structures"
544,"im17079.jpg","structures","","structures"
545,"im15928.jpg","car; flower; plant_life; sky; structures; transport; tree","car","plant_life; structures"
546,"im24575.jpg","animals; bird; plant_life; sky","bird","plant_life"
547,"im8169.jpg","car; male; people; structures; transport","people","structures"
548,"im18222.jpg","animals; dog; indoor","dog",""
549,"im19095.jpg","plant_life; sky; structures; transport; tree","","plant_life; structures"
550,"im20801.jpg","night; sky; structures","","structures"
551,"im13534.jpg","female; people; portrait; structures","female; people; portrait","structures"
552,"im5577.jpg","female; indoor; people; portrait","female; people; portrait",""
553,"im18738.jpg","female; indoor; male; people; plant_life","","plant_life"
554,"im15844.jpg","clouds; plant_life; sky; structures; transport; tree","","plant_life; structures"
555,"im15380.jpg","car; plant_life; sky; structures; transport; tree","car","plant_life; structures"
556,"im24349.jpg","plant_life; tree","","plant_life"
557,"im16106.jpg","structures; transport","","structures"
558,"im1832.jpg","flower; plant_life","flower","plant_life"
559,"im15584.jpg","structures","","structures"
560,"im10323.jpg","flower; indoor; plant_life","","plant_life"
561,"im439.jpg","indoor","",""
562,"im12278.jpg","animals; plant_life","","plant_life"
563,"im1352.jpg","animals; dog; indoor; sky","dog",""
564,"im17509.jpg","animals; dog; plant_life","dog","plant_life"
565,"im14902.jpg","sky; transport","",""
566,"im17758.jpg","animals; indoor; people","",""
567,"im22303.jpg","car; structures; transport","car","structures"
568,"im2343.jpg","animals; dog; plant_life; sky; tree","dog","plant_life"
569,"im22031.jpg","night; sky; structures","night","structures"
570,"im21746.jpg","indoor","",""
571,"im2823.jpg","sky; structures; transport","","structures"
572,"im21399.jpg","plant_life","","plant_life"
573,"im10972.jpg","animals; dog; indoor","dog",""
574,"im12602.jpg","animals; bird; lake; river; water","bird",""
575,"im19570.jpg","food","",""
576,"im9111.jpg","clouds; sky; structures; transport","","structures"
577,"im956.jpg","clouds; female; male; people; sea; sky; structures; water","male; people","structures"
578,"im16283.jpg","male; people; plant_life; portrait; structures; tree","male; people; portrait","plant_life; structures"
579,"im8630.jpg","car; people; plant_life; structures; transport; tree","","plant_life; structures"
580,"im24723.jpg","animals; female; male; people; plant_life","","plant_life"
581,"im6486.jpg","animals; dog; structures","","structures"
582,"im8527.jpg","male; people; sea; sky; water","male; people",""
583,"im10251.jpg","car; indoor; structures; transport","car","structures"
584,"im18131.jpg","indoor; male; people; portrait","male; people; portrait",""
585,"im5943.jpg","indoor","",""
586,"im6697.jpg","indoor","",""
587,"im455.jpg","indoor; night; people","",""
588,"im1580.jpg","plant_life","","plant_life"
589,"im20157.jpg","plant_life; structures","","plant_life; structures"
590,"im3937.jpg","female; people; portrait; structures","female; people; portrait","structures"
591,"im19196.jpg","animals; dog; indoor","dog",""
592,"im17428.jpg","food; indoor","",""
593,"im6389.jpg","car; plant_life; sky; structures; transport; tree","car","plant_life; structures"
594,"im7085.jpg","female; indoor; people","female; people",""
595,"im14866.jpg","sky; structures","","structures"
596,"im15679.jpg","female; male; people; structures; transport","","structures"
597,"im20371.jpg","food; structures","","structures"
598,"im9176.jpg","food; indoor","",""
599,"im13066.jpg","indoor","",""
600,"im6024.jpg","female; male; people; plant_life; structures","people","plant_life; structures"
601,"im9072.jpg","plant_life; sky; structures; tree","","plant_life; structures"
602,"im6879.jpg","animals; bird","bird",""
603,"im21116.jpg","indoor","",""
604,"im1548.jpg","animals; dog; structures","dog","structures"
605,"im3446.jpg","animals; indoor; people; plant_life","","plant_life"
606,"im1647.jpg","animals; dog; structures","dog","structures"
607,"im16637.jpg","indoor; people","",""
608,"im16869.jpg","indoor","",""
609,"im15895.jpg","animals; dog; indoor","dog",""
610,"im4200.jpg","clouds; male; people; sky; structures; sunset; water","","structures"
611,"im5717.jpg","animals; dog; indoor; plant_life; structures","dog","plant_life; structures"
612,"im21512.jpg","plant_life; sky; structures; transport; tree","","plant_life; structures"
613,"im22894.jpg","female; indoor; people; portrait","female; people; portrait",""
614,"im5702.jpg","animals; dog; indoor; night","dog",""
615,"im2068.jpg","indoor","",""
616,"im3074.jpg","animals; dog; indoor","dog",""
617,"im16123.jpg","animals; structures","","structures"
618,"im18141.jpg","animals; bird; food; plant_life","bird","plant_life"
619,"im9808.jpg","animals","",""
620,"im13011.jpg","animals; dog; sea; water","dog",""
621,"im841.jpg","car; female; male; people; plant_life; structures; transport; tree","male; people","plant_life; structures"
622,"im21279.jpg","animals; flower; plant_life","","plant_life"
623,"im11199.jpg","food; indoor","",""
624,"im11257.jpg","animals; dog; indoor","dog",""
625,"im3114.jpg","animals; bird; plant_life; river; water","bird","plant_life"
626,"im20267.jpg","clouds; night; plant_life; sky; structures; transport; tree","","plant_life; structures"
627,"im4434.jpg","animals; bird; water","bird",""
628,"im4646.jpg","female; indoor; people; portrait","female; people; portrait",""
629,"im20416.jpg","animals; structures","","structures"
630,"im16729.jpg","female; people; portrait","female; people; portrait",""
631,"im23528.jpg","animals; indoor; male; people; portrait","male; people; portrait",""
632,"im2030.jpg","clouds; female; male; people; plant_life; sky; tree","people","plant_life"
633,"im22787.jpg","animals; plant_life","","plant_life"
634,"im1573.jpg","female; indoor; night; people; portrait; structures","female; people; portrait","structures"
635,"im20186.jpg","animals; female; people; portrait; sea; sky; water","female; people; portrait",""
636,"im7697.jpg","female; indoor; male; people; structures","","structures"
637,"im7364.jpg","animals; indoor; plant_life","","plant_life"
638,"im24682.jpg","female; male; people; structures","people","structures"
639,"im7846.jpg","male; night; people; plant_life; structures; tree","people","plant_life; structures"
640,"im19295.jpg","female; male; people; structures","male; people","structures"
641,"im21098.jpg","sky; transport","",""
642,"im23444.jpg","plant_life; structures; sunset; tree","","plant_life; structures"
643,"im5448.jpg","animals","",""
644,"im24943.jpg","food; plant_life; structures","","plant_life; structures"
645,"im21444.jpg","animals; bird; structures","bird","structures"
646,"im12231.jpg","indoor","",""
647,"im13343.jpg","animals","",""
648,"im11773.jpg","animals; dog; indoor; male; people; portrait","dog; male; people; portrait",""
649,"im22649.jpg","animals; bird; plant_life","bird","plant_life"
650,"im8739.jpg","clouds; night; sky; structures","night","structures"
651,"im129.jpg","animals; dog","dog",""
652,"im3542.jpg","animals; dog; indoor","dog",""
653,"im20396.jpg","indoor","",""
654,"im7468.jpg","car; night; structures; sunset; transport","car","structures"
655,"im12428.jpg","animals","",""
656,"im24560.jpg","female; people; portrait; structures; sunset","female; people; portrait","structures"
657,"im18653.jpg","female; male; people; sky; structures; transport","people","structures"
658,"im3102.jpg","female; flower; people; plant_life; portrait; structures","female; people; portrait","plant_life; structures"
659,"im12600.jpg","flower; plant_life; sky; structures; tree","","plant_life; structures"
660,"im18274.jpg","animals; bird; plant_life; sky","bird","plant_life"
661,"im9284.jpg","indoor; male; people","",""
662,"im24053.jpg","female; flower; people; plant_life","flower","plant_life"
663,"im9021.jpg","indoor; night","",""
664,"im20203.jpg","animals; female; indoor; male; people","female; male; people",""
665,"im16422.jpg","indoor","",""
666,"im20119.jpg","car; plant_life; structures; transport","car","plant_life; structures"
667,"im18794.jpg","indoor; structures; transport","","structures"
668,"im3617.jpg","clouds; lake; plant_life; river; sky; transport; tree; water","","plant_life"
669,"im4159.jpg","clouds; lake; night; plant_life; sky; sunset; tree; water","","plant_life"
670,"im20220.jpg","indoor","",""
671,"im280.jpg","clouds; sea; sky; structures; water","","structures"
672,"im6510.jpg","animals; dog; indoor","dog",""
673,"im2795.jpg","female; indoor; people","",""
674,"im6238.jpg","clouds; sky; structures; transport","","structures"
675,"im14503.jpg","structures","","structures"
676,"im23347.jpg","structures","","structures"
677,"im7288.jpg","clouds; male; people; sea; sky; water","male; people",""
678,"im2910.jpg","clouds; plant_life; sea; sky; water","","plant_life"
679,"im24021.jpg","indoor","",""
680,"im23656.jpg","animals; dog; structures","dog","structures"
681,"im21913.jpg","plant_life; structures; tree","","plant_life; structures"
682,"im17884.jpg","animals; dog; indoor","dog",""
683,"im10440.jpg","animals; dog; plant_life; tree","dog","plant_life"
684,"im12583.jpg","animals; dog; plant_life; tree","dog","plant_life"
685,"im23370.jpg","female; indoor; male; people; portrait","female; male; people; portrait",""
686,"im14775.jpg","female; people; plant_life; sky; structures; transport","","plant_life; structures"
687,"im2338.jpg","animals","",""
688,"im2279.jpg","plant_life; structures; tree","","plant_life; structures"
689,"im21714.jpg","car; plant_life; structures; transport","","plant_life; structures"
690,"im4334.jpg","animals; bird; plant_life; structures","bird","plant_life; structures"
691,"im23250.jpg","female; male; people; structures","female; people","structures"
692,"im23919.jpg","plant_life; sky; structures; transport; tree","","plant_life; structures"
693,"im13954.jpg","animals; indoor","",""
694,"im19190.jpg","indoor","",""
695,"im17999.jpg","animals; plant_life","","plant_life"
696,"im8989.jpg","indoor","",""
697,"im3026.jpg","flower; indoor; plant_life","flower","plant_life"
698,"im9391.jpg","animals; dog; female; people; portrait","dog; female; people; portrait",""
699,"im22207.jpg","animals; dog; structures","dog","structures"
700,"im12228.jpg","clouds; lake; plant_life; sky; sunset; tree; water","","plant_life"
701,"im11390.jpg","animals; dog; structures","dog","structures"
702,"im4023.jpg","indoor; people","",""
703,"im11249.jpg","male; people; plant_life; sky; structures; tree; water","male; people","plant_life; structures"
704,"im22907.jpg","clouds; sea; sky; structures; sunset; transport; water","","structures"
705,"im13582.jpg","indoor","",""
